mainly galvenokārt
eighties astoņdesmitajos
northwest ziemeļrietumos
swedes zviedri
any jebkura
sun saule
layer slāni
evidence liecības
gill žaunu
opponent pretinieks
surface virsmai
dama dāma
stallion ērzelis
unusual neparasti
kings karalis
long garīgi
folklore folkloras
filed pieteica
dentin dentīns
waste atkritumi
devotional bhakti
discourse sarunās
three trešdaļa
conception ieņemšanas
networks tīklos
tribe cilts
ernest ernesta
hungarian ungāru
settlements apmetnes
activity darbības
behaviour uzvedība
client klients
political politiskā
stopped pārtrauca
metals metāli
this šai
communism komunisma
cereal graudu
had bij
consider uzskatīt
force spēka
pact pakta
liable atbildīgs
frequency frekvences
churches baznīcām
apennine apenīnu
united vienotā
latvian latviski
plasma plazmas
kurland kurzemē
sea jūrās
air aviācijas
communications sakaru
legal juridiskā
freedom brīvība
museum muzejā
sir sēra
outside ārējais
tape lentas
policy politika
german vācijas
eat ēd
hospital slimnīcā
found atrasti
powerful spēcīgs
heavy smagas
relationship attiecība
story sižets
complicated sarežģīta
stroke četrtaktu
economic ekonomiskas
taking grozījumi
discovered atklāja
culture kults
conflict konfliktu
comparatively samērā
sense sajūtu
order ordenim
october oktobrī
organization orgāni
increased pieaudzis
said teicis
poseidon poseidons
destroyed iznīcināja
ancient senajām
control kontrolei
failed neizdevās
view domām
periods periodiem
situation situāciju
most vairuma
november novembrī
two divu
cases gadījumi
included iekļauta
revolution apvērsuma
events pasākumi
alternation mīļā
acted rīkojās
nowadays mūsdienām
tourists tūristi
karma krams
withdrew atsauca
marxist marksistu
crowd pūlis
areas teritorijām
playing skaņām
small mazām
azores azoru
lifetime mūžu
consequences sekām
slavery verdzību
amide amīdi
theatre teātra
previous iepriekšējo
threats draudiem
was bijis
astronomer astronoms
recovery nosaukumu
silver sudrabs
european eiropijs
younger jaunākie
nations tautām
female sieviešu
coconut kokos
electrical elektriskajā
players spēlētāji
skeletons skelets
determine nosakot
fortunately laimi
they tajos
exposure iedarbībā
strait šaurums
foreign ārlietu
antarctica antarktīda
baseball beisbola
pakistan pakistānā
not nebija
house mītnes
rounds kārtas
compound savienojums
coalition koalīciju
approved apstiprina
all visu
wireless bezvadu
cell šūnā
ridge grēdas
bolder bolderājā
known zināms
distribution izplatīšanās
germinal dīgļa
spider zirnekļi
qualification kvalifikācijas
demanded prasīja
official oficiālā
this so
lion lauvas
second sekundē
measures pasākumus
dishes ēdieni
developed izstrādāta
a kādā
why kādēļ
round loks
only vienīgo
camera kamera
color krāsa
minoan mīnojas
choose izvēlas
kill nogalināt
concept koncepcijas
song dziesmu
worship pielūgsme
poetry dzeju
marketing mārketinga
declared pasludināja
food ēdiena
wide plašā
mediterranean vidusjūra
after pc
constantly nemitīgi
society biedrība
breakdown dalījums
opposite pretējo
database datubāzes
really tiešām
continues turpina
regularities likumsakarības
lowest mazākas
fra ķermeņiem
get saņem
more plašāku
pupil skolnieks
together kopā
silent klusajā
older vecie
educational izglītības
was kļuvis
electromagnetic elektromagnētiskā
athletes sportisti
no nevienam
further tālāko
leading vadošās
created veidotas
base bāzē
birthday dzimšanas
silver sudrabu
i esmu
flooding plūdi
galaxies galaktikām
four četrām
popular iecienīts
measures mēri
notice pamanīt
case gadījumu
view attēlojums
conflict konflikts
