other अन्य
vast वृहद
page पृष्ट
mantra मंत्रों
movement हलचल
geologist भूवैज्ञानिक
artist कलाकार
computing अभिकलन
disputes विवादों
personnel कार्यकर्ता
passes गुजरता
specialists विशेषज्ञों
experts पण्डित
high ऐतरेय
follen गिरी
bow नमः
fall गिरा
video वीडियो
fifty पचास
seniority क्रमांक
formed उत्कीर्ण
21 २१
harmony सामंजस्य
pilgrimages तीर्थों
filled भर
appropriate उपयुक्त
andaz अंदाज
pigmy पिग्मी
assumed तथाकथित
changing बदलने
port पत्तन
played निभाया
land थल
sheep भेड़
riddance छुटकारा
thirty तीस
jehangir जहाँगीर
prospect आलोक
open एकल
air पवन
coal कोयले
microscopic सूक्ष्मजैविकी
boundaries सीमाओं
protestant प्रोटेस्टेंट
hearing श्रुति
mosquitoes मच्छरों
activities क्रियाओं
cool ठंडी
vast वृहत
beauty खूबसूरती
stars सितारा
kilometer किलोमीटर
try प्रयत्न
more ज्यादा
attention श्रद्धा
1932 १९३२
proficiency दक्षता
execute वध
implication निहित
equipment उपकरण
custom कस्टम
picturised चित्रित
save बचना
video वीडियॊ
emperor साम्राज्य
successors उत्तराधिकारियों
characterization चित्रांकन
emit उत्सर्जित
cut काटने
6000 ६०००
limited लिमिटेड
age कालीन
called कहलाया
purity पवित्रता
reach पहुँचाने
doer करता
whose जिसके
gives दूँगा
royal रॉयल
1911 १९११
length लम्बाई
comforts सुखों
digits आंकड़ों
revolutionaries क्रान्तिकारियों
teams टीमें
image छवि
sharing साझा
assessment आकलन
temporary तत्काल
protein प्रोटॉन
left बाईं
possible संभवतया
substance द्रव्यों
second दोहरे
medium साधन
pair जोड़
spent बीता
sikh सिक्खों
shrimad श्रीमद्
important जरूरी
real आभासी
moore मूर
brave साहसी
festival उत्सवों
famous प्रसिद्द
catalytic उत्प्रेरक
group उपग्रहों
drawing चित्रकला
class दर्ज
read पढ़
areas भागों
step पग
