drinking potable
be sea
employees empleados
repeat repetir
episode episodio
unleashed destacada
whole entero
losses pérdidas
pair par
way camino
allele alelo
cloth tela
instrument instrumento
protects protege
historic históricos
salaries salarios
representatives representantes
lived vivían
peasants campesinos
linked curioso
technician técnico
surrounding circundante
electrical eléctricas
replacing sustituyendo
seem parecen
hollow hueco
village aldea
geometric geométricos
is esté
using empleando
new nuevos
gradually sucesivamente
based basaba
amount contando
award premios
deposits ingresos
unemployment desempleo
aesthetics estética
boys chicos
events sucesos
luke lucas
socials sociales
lineages linajes
intelligent inteligente
impressionism impresionismo
purchase compra
fear temor
essence esencia
beginnings principios
messages mensajes
basics básico
advice consejos
alert alerta
given dado
sadness tristeza
transfer trasladado
drinkable potable
though aunque
european europea
oil óleo
use usan
new nuevo
preserve conservan
monitors monitores
employment empleo
riches riquezas
cultural culturales
frontier fronteras
firm firme
probably probablemente
associate socio
meet reúnen
selected seleccionados
mosaics mosaico
obtain consigue
reach alcance
present presentó
incidence incidencia
message mensaje
repair reparación
seas mares
tissue tejido
influx influjo
next próximas
lake lago
disability discapacidad
epidemic epidemia
links enlaces
celebrated realizarse
eighty ochenta
enlightenment luces
beginning principio
producer productor
concern asuntos
historically históricamente
contacts contactos
deny niegan
obtained obtenía
show mostrar
scope ámbito
provide proporcionó
acquire adquirida
organize organizar
isolated aislada
cheap económicos
die mueren
compared comparada
asks pide
coordinates coordenadas
netherlands bajos
hydraulic hidráulica
creationism creacionismo
august agosto
chavez chávez
went pasó
linguistic lingüísticos
sports deportivo
influenced influenciados
barometer barómetro
specialized especializado
from provenientes
give entrega
fails falla
declared declarada
vengeance venganza
upcoming próximos
gain alcanzan
ministries ministros
roots raíces
anniversary aniversario
fictional ficticio
responsible responsable
bone ósea
astronomer astrónomo
silver plata
interpreted interpretada
judgement juicios
collapse colapso
starring actuación
travel viajes
signing firma
publicity publicidad
remains queda
argue argumentan
expositions exposiciones
voluntarily voluntariamente
show espectáculo
cinematographic cinematográfica
leo león
religion religión
incorporated incorporado
finalize finalizar
bird ave
arises surge
chilean chilena
begins comienza
find hallazgo
unique únicos
renown reconocida
took sacó
others otras
civilians civiles
started comenzó
charge encarga
adjective adjetivo
signed firmó
reds rojas
appointed nombrado
evolutionary evolutivo
meeting encuentro
reforms reformas
income ingresos
religious religiosos
no ninguna
generated generada
owed debían
reflect reflejo
provisions prestaciones
check comprobar
celebrated celebran
geometric geométrica
advise consejo
used emplea
published publicado
headdress tocado
leave dejaron
disappearance desaparición
space espaciales
prosecute procesar
objectivity objetividad
miss pierden
lower inferiores
patterns patrones
included incluía
belarus bielorrusia
calls llamadas
abundant abundantes
mix mezclan
affected afectó
seem parecer
navigation navegación
stop detener
include incluir
exercised ejercido
disciples apóstoles
written estricta
mix combinar
blocked bloqueo
biome bioma
included incluían
ideological ideológica
garden jardín
debate argumentan
existed existieron
viewed consultado
male masculinos
met conocieron
confer confiere
charges cargas
vampires vampiros
finances finanzas
spaniards españoles
global globales
legitimacy legitimidad
worlds mundos
carrier portadores
faces enfrenta
believe creo
perceives percibe
basin cuenca
evaluate evaluar
boss jefe
genetic genética
empirical empírica
yearly anualmente
manager mánager
send transmiten
having teniendo
attacked atacaron
constructions combinaciones
consult consulta
asian asiáticos
join unen
inferior inferiores
featured destacadas
copy ejemplar
enclosure recinto
proselytize convertiría
bolivar bolívar
industrialization industrialización
birth luz
therefore tanto
sign síntoma
flat llano
similar semejante
important importantes
produce produciendo
plastic plásticas
decide deciden
deficit déficit
air aéreas
acquisition adquisición
weapon arma
show apuntan
good bien
fantastic fantástico
showed mostró
exert ejercido
get obtiene
mountain montaña
philosophical filosóficas
depends depende
astronomical astrónomos
studies estudios
age época
result fruto
defended defendía
performance desempeño
related relaciona
the la
trash thrash
columbine colombiana
interpreted interpretado
embrace adoptó
alive viva
revenge venganza
produced producidas
return volver
architectonic arquitectónico
isthmus istmo
stimuli estímulos
lands tierras
become volvería
birth natalidad
affected afectados
mountain cordilleras
main importantes
shiny brillantes
cupola cúpula
indirect indirecta
still aún
approach acercamiento
areas aéreas
powers facultades
continued seguían
cauldron calderón
censor censura
represented representadas
combine combinan
wished deseaba
for por
immediate inmediata
happen ocurren
contained contenía
synthetic sintético
relativity relatividad
upper altas
free libres
symbol símbolo
solids sólidas
notions nociones
proportion proporcionan
developed desarrollaron
qualify califica
defending defendiendo
apparitions apariciones
drug droga
starting empezando
gentleman caballero
recorded grabó
cocaine coca
representative representativo
money dinero
complex complejos
speed rapidez
adaptation adaptación
strong potentes
altitude altitud
manufactures manufactura
plastics plásticas
like igual
australian australianos
barret barrett
dates citas
appointed nombrados
emilian emiliano
percentages porcentajes
clearly claridad
extended amplió
struggle luchó
is resulta
maximums máximos
describe describir
attitude actitudes
accepted aceptada
convert transforma
crafts artesanía
separation separación
intermediate intermedia
ache dolor
ganglia ganglios
spot puestos
cattle ganado
characterize caracterizan
nationals nacionales
doctor dr
climatic climáticos
severe severo
village poblado
read leer
changes modifica
editions ediciones
superficial superficiales
travels viaja
perform ejercido
twelve doce
welfare bien
guatemalan guatemalteco
free gratuito
grenade granada
proportions proporciones
dialectics dialéctica
be resultar
surgery cirugía
popularized popularizó
introduction introducción
tangible concretos
day día
grief pena
submarines submarinos
production producción
heat caliente
pore poros
start comienzan
grammatical gramatical
explanation explicación
now ya
short cortos
pull hallar
magnitude magnitud
solo solitario
impose impuso
presidents presidentes
access salida
entities entidades
rupture ruptura
goals metas
property propiedad
carbine canarias
teaching enseñanza
vaccines vacunas
phase etapa
contradiction contradicción
live viva
printer impresora
heroes héroes
numbers número
wrote escribieron
companies empresas
develop elaborar
covered cubierto
essentially esencialmente
got consiguió
emigration emigración
ad anunció
married casó
dominant dominantes
specialization especialización
settle establecerse
brought tratarse
absolut absoluto
data dato
mistakenly erróneamente
bien good
yucatan yucatán
resembling semejanza
cruises cruceros
marking marcado
currents corrientes
spelling ortografía
prologue prólogo
asian asiático
massive masivo
format formatos
partner socio
naturalism naturalismo
sports deportivos
made hecha
equal iguales
contributions aportes
population poblacional
milestone hitos
formation formación
intestines intestino
lead condujo
prehistory prehistoria
including incluyendo
compilations complicaciones
olmecs olmecas
tubercle tubérculo
battery baterías
cuisine cocina
took llevaron
loving amorosa
rigidity rigidez
wide amplios
skies cielos
like como
magician mago
highway carretera
allow permiten
step paso
steroids esteroides
ready preparado
human humana
deliver pasan
slightly ligeramente
naturalist naturalista
objective objetivo
comply cumplir
combine combinar
external externas
needed necesita
patent patente
can puedan
electronics electrónicos
problematic problemática
liquid líquido
range cordillera
joined unieron
limitation limitación
modem módem
holy sacro
solution solución
film filme
propagation propagación
liver hígado
showed demostrado
persecution persecución
founded fundado
mauritius mauricio
sulfur azufre
arbitrators árbitros
gutierrez gutiérrez
progress avance
prelude prólogo
cooperation cooperación
abstract abstracta
often frecuentes
achieved conseguido
legislation legislación
established estableciendo
buy comprar
differs difiere
adapt adaptado
route vía
direct dirigen
resurrection resurrección
presidential presidencial
algeria argelia
intuition intuición
events acontecimientos
ocean ocio
increased aumentado
lead conducir
philosopher filosofal
or ó
refuse niega
must debemos
specials especiales
illnesses enfermedades
governments gobiernos
other otros
symbolizes simboliza
other demás
enlarge ampliar
spanish española
