other अन्य
philosophy दर्शनशास्त्र
organised आयोजित
1981 १९८१
january जनवरी
rise उठाए
cast थर
hanuman हनुमान
surf खोज्ने
this यो
name पाणिनिले
form रुप
bharati भारती
s हरूले
regular लगातार
offering अर्पण
south दक्षिणमा
cradle पालना
influence प्रेरणा
anyone कसैले
bring ली
series श्रृखला
around वरिपरि
fame ख्याती
dairy दुग्ध
straight सिधा
favour पक्षहरू
hills डांडा
text अक्षरहरू
etcetera आदि
bhumi भूमि
power शक्तिलाई
full साविक
valley भ्याली
british अंग्रेज
when कहिले
while जबकि
come आउने
formulae सूत्र
schedule दलित
bharat भरत
within निहित
except बाहेक
moon चंद्र
application आवेदन
started प्रारम्भमा
japan जापानको
widen प्रसस्त
her उनिमा
hearing सुन्ने
labour श्रम
greece ग्रीस
communication सम्प्रेषण
bus वस
text पाठ्य
is हुँदै
many खसहरू
intelligent विद्वान्
journal जर्नल
explain वर्णन
era सम्वत
birth जन्मिएका
knowledge ज्ञान
full भरि
when छँदै
scattered फैलिएका
rules नीति
pull पुल
district जिल्लाको
is रहेछ
imphal इम्फाल
tenth दसौं
shelter बास
political राजनैतिक
continuous उत्तरतिर
dam जलाशयमा
writings लेखहरू
monuments स्मारकहरू
naya नयाँ
write लेख्ने
worlds विश्वकै
spreading फैलाउन
rome रोम
background भूमिका
audit लेखा
nikola निकोला
light हल्का
cinema चलचित्रको
actress अभिनेत्री
bir बीर
remains अवशेष
boundary सिमा
4 ४
cutting काटेर
there त्यहि
tulasi तुलसी
behavior स्वभाव
achham अछाम
personality व्यक्तित्त्व
increase वृद्धिका
bhattarai भट्टराई
republic गणराज्य
species प्रजाति
actor नायकका
development विकासलाई
our हाम्रा
education शिक्षण
profession पेसा
formulate तर्जुमा
much त्यति
east पूर्वमा
