will vullnetin
productions prodhime
had patën
sharia sharias
tie lidhëse
april prillit
sequel vazhdim
hills kodrat
sao são
track binarë
land trualli
mixture përzierje
weighed shtypte
moral morale
decoration zbukurim
imperial perandorake
columns shtyllat
differences dallimet
gave dha
doctrine doktrinën
junction kryqëzimin
technological teknologjike
republican republikane
fall rënien
signals sinjali
applies vlen
heaven parajsa
size përmasa
north veri
be jetë
dense dendura
formal formale
africa afrikën
positive pozitiv
northeasterly verilindja
create krijonte
independent pavarur
element elementit
ambient ambiente
company kompani
forecasts parashikimet
conservatory konservatore
place vihej
difficulties vështirësi
truth vërtetën
gangs banda
falls bien
texts tekste
latin latinisht
user përdorues
withdrawal tërheqjes
awake zgjuar
distinctive dallueshme
dating datojnë
culture kulture
notable shquara
distribution shpërndarja
category kategoritë
robert robërit
convict dënuan
stalingrad stalingradit
macro marko
relates lidhet
until derisa
situation gjendjes
help ndihme
desire dëshirën
directed drejtohen
network rrjeti
plant bimë
progressive progresive
cave shpella
kind llojit
warm ngrohtë
posted derguar
arabic arabisht
period periudhë
doujinshi mehmeti
newspaper gazetës
pins këmbët
day ditën
winter dimrit
appointed emërohet
americans amerikane
described cilësuar
capacity kapacitet
market treg
barrier pengesë
trade tregti
poet poetin
even madje
europe europes
laws ligjet
speakers folësit
flag flamurit
siege rrethimin
figure figura
decided vendosur
illyrians ilirët
expression shprehjen
chemical kimike
balance bilanci
do bëjnë
kilometer kilometra
ours ynë
friend shoqja
elections zgjedhjeve
right djathtë
problems probleme
troy troje
adolph agolli
exceed kalojnë
type tipit
citation citim
clergy klerit
stuff sende
facing përballuar
necessary domosdoshme
followed pasuan
arise lindin
groups grupet
german gjermanë
excavations gërmimet
natural natyror
neighbors fqinjëve
canada kanadasë
pop tinguj
building ndërtimit
separated veçohen
ambush pritës
granite graniti
composition përbërje
create krijojë
special speciale
tear lot
preserves ruan
statute statuti
agron agronit
lushnja lushnjës
fluvial lumore
alive gjallë
confidence besimin
created krijohet
spanish spanjishtja
classes klasat
corresponds korrespondon
realisation realizimit
special posaçëm
three tri
dried thata
wave valëve
powers kompetencat
enough mjaftueshme
caret ^
extend përhapet
fought luftonte
subject nënshtruar
attack sulmonte
detected zbuluar
was ishte
created krijoheshin
works punët
slow ngadalshëm
altitude lartësinë
magnetic magnetik
news lajmi
prehistoric parahistorike
birthplace vendlindje
decrease zvogëlim
then atëhershëm
weaponry armatime
what çfarë
protection mbrojtje
churches kishat
illyrians ilirë
heir trashëgimtare
albania shqiperia
border kufirit
rise ngritet
walking këmbët
west lindja
leek preshi
dragon dragoit
divided ndara
peace paqja
opportunities mundësi
interested interesuar
opponents kundërshtarëve
cell qelize
pass kalojë
texts teksteve
card kartë
trial gjykimit
up përmbi
malaya malajës
carved gdhendur
survive mbijetuar
children femijet
world botë
was qe
focused përqendruar
more më
mirror pasqyrë
following vijojnë
type llojit
conquer sundimi
lead udhëhequr
performed kryhet
expression shprehjes
abraham abrahamit
cases raste
unites bashkon
psychological psikologjike
benjamin shkodra
portuguese portugalisht
truss dëmet
peninsula gadishullin
culture kultura
converted konvertuar
meets takohet
had kishte
grade klasës
save shpëtuar
request kërkesën
into nëpërmes
leading çuar
achieve arrijnë
mechanical mekanik
mesopotamia mesopotami
border kufirin
ambient ambienti
treated trajtohet
iconic portreti
agricultural bujqësor
time përballet
lead drejtuar
documents dokumenteve
hall salla
humanitarian humanitare
head prijësit
removal largimit
lies ndodhet
weapons armët
justice drejtësi
branch degës
fifth pestë
vertical vertikale
attributed atribuohet
external jashtëm
appear shfaqet
typology tipareve
reach arrijë
alexandria aleksandri
healing shërimit
come vini
sudan sudani
created krijohen
represent përfaqësojnë
beyond tej
say thuash
byron bajronit
textile tekstile
the ana
lead çojë
gheg gegërishtes
basis bazat
sweeps shtrihej
greeks grekëve
organized organizua
lessons mësime
thoughts mendimet
unemployment papunësisë
visual vizuale
dates daton
french francez
stellar yjor
sensational bujshme
reverse mbrapsht
essence thelb
scanning analizuar
about rreth
tissues indet
tourism turizmin
organizations organizatave
report relacion
show tregonte
beneficiary shfrytëzuesit
ended përfundoi
body organizmi
reason arsye
advocated përkrahu
metabolism metabolizmi
land truallin
kingdom mbretërinë
thanks falë
out dalë
devoll devollit
text tekst
directly direkt
conflict konflikti
report njoftuar
around përreth
impact ndikim
generation brezit
upper sipërme
englishman anglez
us amerikanë
square metra
compressed ngjeshur
initiative nismën
nature natyrës
distinguish dallojnë
hearing dëgjimit
journey udhëtimin
exchanging qarkullimit
related lidhën
industrial industriale
acids acide
over mbaruar
criteria kriteret
example shembull
victims viktima
category kategoria
researchers shkencorë
lowland ultësirën
work punimi
represented përfaqësonin
unit njësit
event ndodhi
ottomans osmanëve
first parat
starting fillimin
up rrit
neighbors fqinjët
etc. etj
stool fron
peaceful paqësore
month muji
meetings takime
news lajme
currencies monedhat
opportunity rasti
social sociale
people njerëz
architecture arkitekturën
flowers lulet
sugar sheqer
his tij
experienced përjetuar
maker krijues
augmentation shtim
resolution rezolutë
set cilësuar
africa afrikës
cell qeliza
held mbajt
ocean oqean
literature letërsia
connectivity lidhjes
size madhësinë
known njohur
novel romanit
idir ilirët
rise shkëlqimi
june nxehtë
secure sigurojë
objective objektive
protection mbrojtja
spherical sferike
curri currit
soldiers ushtare
jewish hebre
wished dëshironin
removed hiqnin
authorities autoritetet
performed kryenin
road rrugen
pork derri
historians historianët
sizes madhësive
days ditëve
neighborhood lagjja
england anglinë
album albumi
primary parësore
galileo galilei
complicated komplikuar
class klasë
cost kostoja
entertainment argëtimit
germans gjermanike
summer verë
removal heqjen
been qënë
case rasti
charge ngarkuar
central qendror
provided ofrohet
museums muzetë
added shtimit
muhammad muhametit
request kërkesës
settling vendoseshin
century shekullit
volunteers vullnetarëve
american amerikanë
measure matur
respected respektuar
medical mjekësor
blooming lulëzimit
disciplines disiplina
scarce pakta
account parasysh
ring unaza
lines linja
offered ofrohet
army ushtrisë
youth rinore
mark marku
circulation qarkullim
created krijohej
elevation relievit
thinkers mendimtarë
beautifully bukur
somewhat paska
ease lehtësi
finished mbaruar
pages faqeve
conflicts konflikte
returns kthehet
similar ngjashëm
manages mbanë
followed ndiqnin
surface sipërfaqja
knew dinte
district qark
heat ngrohjes
measures masa
word fjalë
earth toka
resistance rezistenca
qualities cilësitë
bosnian boshnjak
empire perandori
called ashtuquajtura
regulation rregulla
accounts llogaritet
shadow hija
again sërish
bathrooms banja
molecular molekulave
courses kurse
test provë
knowledge dituria
friend shok
steps hapat
learned mësohet
player lojtar
touch prek
latin latinishtja
literature letërsinë
weather moti
philip filipi
yet akoma
living jetonin
consumer konsumit
component përbërëse
cloned klonuara
pressing ngutshme
seed pasardhësit
target objektiv
door dera
coast bregdet
use shfrytëzimi
decisive vendimtar
coincidentally rastësisht
below poshtë
put vuri
procedure procedurat
month muaj
progressive përparimtare
numeral numerike
physically fizikisht
fighting luftime
italian italisht
develops zhvillon
tribe fisit
breaks thyen
moved lëvizur
type llojin
this kesaj
out pah
kumanovo kumanovës
violation shkelje
complicated ndërlikuar
build nderuar
force forcë
directed drejtohet
endurance qëndresën
exploitation shfrytëzim
department drejtoria
circles qarqet
by nga
poet poetit
asks pyet
group grupet
understandable kuptohet
square sheshin
features karakteristika
case rastin
dynasty dinastia
production prodhimi
lead plumbi
insurgent kryengritëse
tail bisht
properties pronat
institute institutit
philippine filipine
confederate konfederatës
municipality komunë
prices çmimet
understand kuptojnë
peloponnese peloponezit
variable ndryshueshme
certain njëfarë
side anash
mountains bjeshkë
techniques teknikat
smart zgjuar
those ato
mongol mongole
arguments argumente
male mashkullore
belonged përkisnin
official zyrtare
encounter ndeshën
forms trajta
release lëshonte
architecture arkitekturës
lasted zgjati
actual aktual
molecules molekulave
africa afrika
independent pavarura
ethnic etnikë
superstition supersticioni
sea detit
minister ministrisë
footbridge lidhëse
way mënyrën
cirrhosis cirroza
sun diell
attracted tërhoqi
versus kundrejt
store ruajtur
essence thelbi
helps ndihmon
frieze friza
called quajtura
study studiuar
increase ngritet
investment investimet
rate ritëm
enter futet
interest interes
policy politika
theory teori
researchers studiuesve
figurative figurativ
breathing frymëmarrjes
find gjejnë
numerous shumtë
took zinin
white bardhë
note shënimi
covers mbulon
statistical statistikore
tourist turistike
journeys udhëtimet
projects projektet
monetary monetare
top majë
during gjatë
rebel kryengritëse
constitution kushtetutën
hope shpresa
h ë
more tepër
divided ndaheshin
musculature muskulatura
idea mendimin
philosopher filozof
paintings piktura
area lëmi
muscles muskujt
poetry poezi
winner fituesi
original origjinali
community bashkësisë
warriors luftëtarët
impulse impulsit
annual vjetore
tips këshilla
road rruges
status statusi
built ndërtua
medias mediat
whole tërësia
coming ardhja
sounder jehonë
ship anija
within përbrenda
federal federative
team ekipin
slavic sllavëve
sent dërgoi
brick tulla
ozone ozonit
there ekzistojë
ramadan ramazanit
institute institutin
nation kombi
eg psh
asked kërkoi
near afer
muhammad muhametin
numbers numrave
support suport
regional rajonale
form formonin
respectively respektivisht
completion plotësimin
fighting luftimet
day ditës
extremity skaj
characterize karakterizojnë
work punonin
end fund
situated ndodhur
remain mbetën
supporters përkrahës
march mars
contributed kontribuar
prime kryeministrit
ten dhjetë
chromosome kromozom
slavic sllavë
appropriate mirëfilltë
fighting luftimi
substance lendes
positive pozitive
jupiter jupiterit
bricks tulla
worried shqetësuar
france francë
difference diferenca
emerge shfaqen
shkodra shkodër
extensive gjëra
soldiers ushtarët
network rrjetës
responsible përgjegjëse
infancy fillimet
turkish turqisht
underground nëntokësore
neighbourhood lagje
gjilan gjilanit
oppose kundërshtojnë
poems poema
tourism turizmit
president kryetari
biblical biblike
rank rangut
grammar gramatikës
ancient antik
ardent flaktë
construction ndërtimore
referred referuar
bind lidh
apollonia apoloni
patients sëmurët
revolution revolucioni
opposite kundërt
wanted kërkonin
spanish spanjisht
melee përleshje
proliferation përhapja
fighter luftarak
century shekullin
terms terma
virtual virtuale
size madhësia
months muajve
cairo kairo
already vec
stayed qëndruan
brave trazirat
spheres sferat
coordinates koordinatave
meanwhile ndërkohë
divided ndare
japan japoni
grade klasën
dawn agim
called ashtuquajturat
showed treguan
any ndonje
experience përjeton
ferizaj ferizajt
man njeriu
metabolism metabolizmit
fates fatet
greece greqisë
exercise ushtruar
left majtë
entirely krejt
