standalone samostatný
spa kúpeľov
references referencie
wc ms
base základná
both oboma
produced vyrábané
part dielom
event udalosť
crown koruny
no už
field poli
currency mená
spanish španielsku
violence násilie
general všeobecných
inscription nápis
boy chlapec
intersection križovatky
settlement sídlisko
living životných
square štvorca
successor nástupcom
was pôvodná
state štátny
can môže
troops vojsk
act akt
figures osobností
connected spojená
establishment zriadenia
complex zložité
jed džed
me mi
exists existuje
top vrchole
not nemôžu
formed utvorili
middle strednú
kosice košice
olympic olympijské
component zložka
stage etapy
straight rovné
gregory gregor
spirit ducha
influenza chrípky
settlements osady
stat stať
have musia
gained získal
reconstruction prestavba
conflicts konfliktov
coach tréner
two druhou
content zložení
plane lietadlo
andrew andreja
technology technológie
relevant príslušného
season sezóna
their svoj
that že
board dosky
cons nevýhody
all celé
defense obrane
sexually pohlavné
signals signálov
begin začnú
reach siahajú
sculptors sochári
classic klasickým
argument tvrdenia
long dlhej
full plný
elements prvky
given uvedený
each každé
published vyšla
sex pohlavných
again zasa
basket koša
rotation rotáciu
dissolves rozpúšťa
qualifier písmeno
network sieťach
issue vydať
leadership vedením
continue pokračovanie
hand ruke
artistically výtvarné
formed tvorená
djed džed
b ab
french francúzština
control ovládať
joined pripojil
operation zákroku
hair vlasy
food potrava
ions ióny
environment životného
acts vystupuje
god božie
whole celým
english anglicky
california kalifornia
need potrebujú
blame vinu
eyes oči
belgium belgicka
exception výnimkou
australian austrálsky
german nemčine
radius polomer
community spoločenské
exposed vystavené
short krátkej
denmark dánska
musical hudobný
operating operačných
tatras tatier
empire cisárstva
flow toku
one jednom
rotor rotora
valves chlopne
maybe možno
american americké
acids kyselín
ukraina ukrajiny
acceleration zrýchlenie
beam lúčov
big veľkým
crust kôry
america amerike
must musí
honour počesť
ruled vládli
centers centrách
representing reprezentujú
mouse myš
standards štandardov
harrow brány
harmful škodlivé
clear jasne
liquid kvapalnom
theory teórie
south južnom
several niekoľkých
it tú
classical klasických
macedonian macedónska
leaves listy
formation tvorbu
basic základne
aviation letecké
starts začínal
signed podpísal
was bol
school školy
wi-fi wifi
meetings zásad
page strana
emerging vznikajúce
formed tvorené
involved podieľa
are predstavujú
antique antické
archaeological archeologických
oxidation oxidačné
project projekte
counts počítača
allies spojenci
matthew matúš
powerful silných
campus areálu
letter list
constantinople konštantínopol
dusk súmrak
home domácich
command veliteľstvo
area ploche
july júla
revolutionary revolučná
same istom
u.s. americkom
separates oddeľuje
aware vedomý
leaving odchod
war vojne
points bodoch
constructions stavby
destroyed zničená
religions náboženstvá
fans fanúšikovia
physical fyzikálny
provides zabezpečuje
lost prišlo
the príslušného
remote vzdialený
field pole
view názoru
famous významným
medieval stredoveku
preparation príprave
violence násilia
sought usiloval
madonna madona
easily jednoducho
chapel kaplnky
collaboration spoluprácu
natural zemného
led priviedol
high vysoká
protection ochrany
amplifier zosilňovač
exercise vykonávať
bombardment bombardovanie
ružomberok ružomberku
crown korunu
state štátu
learning učenie
frequency frekvenciu
more viac
religious náboženským
way spôsobom
politician politik
form formy
influences ovplyvňujú
russian ruských
seeds semená
third tretina
stone kamene
show ukazujú
successful úspešná
easier ľahšie
show uvádzajú
processors procesory
manipulate manipulácia
termination zániku
it toho
girls dievčatá
name označením
blood krvou
share podieľajú
staff štábu
film filme
roms rómov
to mohla
netherlands holandsku
states štáty
managed podarilo
student študentov
metal kovov
kym kým
contains obsahuje
north severnom
displays prejavy
today dnešnej
earth zemská
density hustotu
effort úsilie
water vodnej
right nárok
depends závisí
forms formami
some pár
says tvrdí
typically typický
often neraz
problems problémov
spiritually duchovné
france financií
margit márgit
spreads šíri
socialism socializmu
functionalized funkciou
social spoločenský
age veku
possible možný
monarchs panovníkov
hole diera
said vraj
used použiť
income výnosy
significant výrazný
eden raj
name názorov
such taká
sheepdog ovčiak
historian historik
liberalism liberalizmu
use uplatnenie
email emailové
use využitia
started začínal
king kráľovi
transition prechode
legally právne
same rovnakou
axle osou
crossroad križovatka
orthodox pravoslávna
state stavom
crimes zločinov
april apríla
political politická
modified upravené
mining ťažba
body telo
capture zachytávajú
creation vznikom
motivation nasadenie
december decembra
ed. ed
birth porodila
fear strach
black čiernej
reforms reformy
etc. atď
serves slúži
events diania
keyboard klávesnica
culture kultúra
industrial priemyselne
threat ohrozenie
ecosystem ekosystému
sometimes inokedy
hungarian maďarské
noted zaznamenal
sibir sibír
japanese japonských
sizes veľkostí
greek grécka
to aby
overcome prekonať
belief vieru
idea myšlienku
campus areáli
urban mestský
hungarian maďarského
joint spoločného
ball lopty
cultural kultúrnej
czech česka
female samica
we vieme
stephan štefan
gravitation gravitácia
preparation príprava
economy hospodárstvo
contracting zmlúv
period obdobím
normally bežné
men muži
jody jódu
ceremony slávnosti
will vôľu
flight let
beagle durič
case čase
personal osobná
positions pozícií
website stránkach
processing spracovanie
get dostanú
natives rodáci
planetoid planétka
premier premiér
finished skončilo
majority väčšina
uprising povstanie
substances látky
preference prednosť
higher vyšších
than než
ireland írska
english anglicko
database databázy
primary primárne
other ďalšími
authorities orgánom
protection ochranu
mods módy
suborder podrad
motherboard matičnej
transfers prenáša
architecture architektúra
district okres
electromagnetic elektromagnetické
ancient starovekej
jehovah jehovovi
celebrations slávnosti
primary primárna
density hustoty
business obchodnej
time čase
united spojené
many mnoho
aspects aspekty
inception začiatok
bit trochu
altitude výška
euro eura
equipment prístroje
so takto
sphere sféry
form podoba
progress pokrok
heavy ťažká
particle častica
liberalism liberalizmus
army vojsko
integer číslo
friend priateľa
responsibility zodpovednosť
angles uhly
free voľných
russian ruské
respect dodržiavanie
free voľnom
minimum minimálna
history historickej
india indii
back dozadu
used používa
iceland island
competition súťaž
form formu
origin pôvodu
slovak slovenské
composed zložený
state štátneho
strong silné
debts dlhý
netherlands holandsko
soviet sovietska
structurally stavebné
greater väčšej
winter zimná
specifies stanovuje
reading čítanie
core jadre
oil olej
moscow moskvy
formation tvorbe
southeast juhovýchodnej
doctor lekára
widespread rozšírené
points body
received dostala
site stránok
folk ľudové
citizenship občianstvo
sewed zažil
both jednak
of časté
metal kovu
exemption oslobodenie
ridge hrebeň
shots zábery
era doba
version verziu
code kódu
following následkom
elisabeth alžbety
gold zlata
association združenia
territory území
losing stráca
urban mestskú
so taký
cell bunka
permanent trvalé
obviously zrejmé
last naposledy
play hrali
other iným
against protitankových
users používatelia
moment momente
literary literárneho
court kurtu
rules pravidlá
surface povrchové
further ďalšiu
size veľkosti
declaration vyhlásení
asked požiadal
high vysoké
do postupovať
composite zložený
in do
railways dráh
slavic slovanského
plans plánov
searching hľadanie
classical klasickej
heat tepelná
food jedla
virgin panne
close ukončiť
threat ohrozenia
heads smeruje
discrimination diskriminácie
winter zimné
defined určitého
next budúci
gas plyn
greek grécke
exploitation využitie
factories továreň
maintains udržuje
sufficient dostatok
significant významné
guilds čechy
consonants spoluhlásky
them im
work dielo
spanish španielsky
the oblastí
chambers komôr
reports správ
diamonds diamanty
source pramení
limited obmedzené
elderly starší
speech prešlo
victim obeťou
youth mladosť
long-term dlhodobé
including obsahujúce
albanians albánci
ball loptu
establishment zriadenie
system sústavu
craters krátery
meant znamenal
discovered objavené
leisure voľný
wheel kol
judges sudcov
daily denne
readable čítať
cells buniek
destroyed zničené
growth rast
market trh
processing spracovania
serial sériový
disappeared zanikla
plays hrá
flu chrípky
sight zrak
by formou
brother brata
circle kružnice
head hlavy
free slobodných
opportunity príležitosť
entity osoba
extended rozšíril
friends priatelia
form podobe
to mohli
mystique mystika
season sezóne
band kapele
give dalí
sign znakom
brand značky
earliest najskôr
high vysokým
adoption prijatia
identical zhodné
minimum minimálne
counterattack protiútok
option možnosť
french francúzi
fields polia
again zase
rapture nanebovzatia
slovak slovenskí
transformation premena
light svetelných
lower nižšia
wanted nechcel
fighters bojovníkov
created vytvorené
india indie
labelled označovaná
out vykonávajú
business podnik
consequence dôsledku
browsers prehliadačov
sculptures sôch
hangzhou čou
known známy
give dát
will budú
georgia gruzínsko
german nemčina
minorities menšín
space kozmického
found nájdeme
social spoločenského
sisters sestry
normal normálny
flood pôvodný
rights práva
smaller menších
just stačí
occur nastať
record záznam
original pôvodný
cell bunke
spiš spišský
people ľudová
thomas tomáša
slovakia slovenskú
probe sondy
april apríli
boundaries hranicami
opponents súperovi
room miestnosti
ambient okolia
degree miera
three troch
mountain horské
composers skladatelia
basin panvy
leader vodcu
again zas
scheme schéma
south juh
operations operácie
europa európy
face čeliť
women ženské
tally zhodujú
attempted pokúsili
to cieľom
manager správcu
finland fínsku
hormone hormón
coins mincí
knowledge poznatky
vs. vs
music hudbou
space vesmír
citizens občianska
family rodine
hall hala
foreland výbežku
flatbed plošina
swiss švajčiarsku
colourful farebné
step kroku
average priemerná
coordinates súradníc
restrictions obmedzenia
cell bunkovej
generals generáli
art umelecké
more viacerí
found zistili
patient pacient
ice ľad
michael michal
card kartu
