insignias obilježja
meter metar
mentioned navedenih
beginner početnim
name grbavici
ability sposobnost
foreign vanjskih
confirmed utvrđena
shaft osovine
concerning vezi
legend legenda
creates stvara
old starom
steppe stepa
biggest najvećoj
lances koplja
written pisanih
games utakmice
to na
philosophy filozofija
senior viša
passage prolaz
presence prisustvu
making izrade
exceptionally izuzetno
independent samostalne
brother bratu
picture slika
crest grbu
form forme
nervous nervni
rejected odbili
body torzo
wins osvoji
symbols simboli
sour kisela
duro đuro
further dalje
will ćemo
meet susreću
season sezona
founded otkriveni
least najmanji
winner pobjednika
name nele
lectures predavanja
memories sjećanja
contracts sporazume
physical fizičkog
enemy neprijatelj
black crna
create stvara
theoretician teoretičari
call nazivaju
world svijet
strike udar
snake zmija
returned vratila
checking provjera
occurs događa
curator kustos
it njom
mushrooms gljive
beginning početka
origin nastankom
methods metode
tusks kljove
industry industrija
bosnian bosanskom
english englesku
increase povećanjem
smell mirisa
uniqueness posebnost
life životnih
achievements dostignuća
direction smijer
population populacija
historian historičar
although premda
company firma
samples uzroci
internal unutrašnjim
paul pavle
ivo ive
higher viši
capital kapital
mutual međusobnim
calorie kalorija
bad loše
take povući
and und
currency valuta
like željeli
systems sistemima
orchestra orkestar
building izgradnja
born rođen
comparison usporedba
completion završetkom
whole čitavu
manufacturers proizvođači
use koriste
split podijeljen
whole cjelina
completeness potpunosti
ending završetkom
density gustina
reflexes refleksa
letters poslanice
telecommunications telekomunikacije
independently neovisno
works djeluje
meet upoznao
homeland domovine
urban urbani
mild blage
dates datira
soldiers vojnicima
works radove
this ovako
dry suha
changes promjene
finish završetak
used iskoristio
community zajednici
planning planiranja
abound obiluje
operation djelovanju
organs organe
primarily prevashodno
european evropskih
like kako
consideration obzir
hers njeni
hand ruci
since pošto
interests zanimanja
created stvorili
changes promjena
peaks vrhova
volume volumena
formulas formule
television televizije
creativity stvaralaštva
solution rješenje
planning planiranje
come stiče
originates porijeklom
united sjedinjenih
accept prihvatio
relation odnosu
language jezikom
large velikoj
spiritual duhovni
statistically statistički
decided odlučila
ball lopte
inside unutrašnjost
mata mate
destiny sudbine
area kraja
qualifications kvalifikacijama
leverage poluga
nearly blizu
further nadalje
dollar dolar
france francuskom
scientific naučnog
used korištene
to internetu
are se
meeting sastanku
stephan stefan
once nekada
notices primjećuje
oxygen kiseonika
inception nastanak
father ocem
material materijalni
travels putovanja
leftovers ostataka
picture slike
capital glavnim
but no
cultural kulturnoj
bacterium baterija
dictionary rječnika
first prvim
significant znatne
influenced uticala
philosophy filozofije
refugee izbjeglica
areas prostore
speed brzinom
pheromone feromon
took zauzeo
league ligi
form forma
blue plavom
rome rim
immediately odmah
tusk kljove
juices sokova
further dalji
become postali
particle čestica
ever ikada
federation federaciji
quiet tihom
spread širila
special poseban
cultures kulturama
great veličanstveni
grade ocjena
colony kolonija
average prosječno
unity cjeline
won osvojio
news vijesti
aquatic vodeni
phenols fenoli
volumes volumena
corner uglu
peaceful mirno
reports javlja
writer pisca
divorce razvod
west zapadnom
grounds tereni
records jugoton
company preduzeća
etc. sl
arabs arapa
season sezoni
administration upravom
st. svete
became postao
faith vjerovanje
reflected ogleda
signs znakove
other drugoj
following slijedeće
sides stranama
next sljedeći
school školu
dolphin delfi
statistics statistike
imamate imama
contributes doprinosi
each svake
graphical grafički
production izrade
incurred nastale
series niz
taller viših
victim žrtva
chemistry hemija
other druga
lion lav
characteristically karakteristično
carrier karijeri
engineering inženjerstvo
consciousnesses svijesti
representative reprezentativac
city gradska
bow klanja
works radova
located smješteno
victory pobjedu
priest svećenik
use koristi
coast primorje
headquarters sjedištem
open otvorenom
recently novije
english engleskom
destiny sudbini
manually ručno
testament zavjet
tourist turistički
played odigrana
arrival dolaskom
manage upravljaju
ecology ekologija
programs programi
certain određenoj
trunk torzo
outing izletište
plants biljaka
act akt
his svoja
adjective pridjev
zeros nule
south južnog
intensively intenzivno
ten desetak
separate odvojena
caused izazvao
therefore otuda
literally doslovno
among među
kind vrste
characterized karakterišu
empires carstva
heather jorgovan
movement pokret
cycle ciklusa
work obrađuje
middle srednjih
row redom
historic historijska
borough varoš
its njenom
heavenly nebesko
arrived stigli
had imao
regulate reguliše
advice savjet
kind rod
got dobio
make stvaraju
java javi
through putem
taxes poreza
inner unutrašnje
film filma
classical klasičnih
purpose namjena
errors grešaka
husband mužu
aspirin aspirina
additionally naknadno
directions pravcima
gods božiji
use koristimo
have posjeduju
pass prošao
certain određenom
big velike
lose gubitka
field teren
dexterous vješti
worker radnik
include ubrajaju
serbian srpsku
festival festivali
said izjavio
quran kuranu
define definiše
stone kamena
expresses izražava
transport prijevoz
affairs poslova
national narodni
many mnogobrojna
court sudska
seeks traži
climatology klimatologija
installation instalacije
are bivaju
decides odlučuje
under pri
correct ispravno
diuretic diuretik
philosophy filozofiji
signs znakovi
early ranih
following slijedeći
eyes oči
tough čvrsta
income dohotka
recording snimak
declared proglasio
south južnoj
statistics statistika
creation tvorevina
explain objasniti
constitution ustava
factory fabrika
passed prošlo
tourism turizma
leg nogu
sometimes katkad
measure mjeri
money novac
flow toku
one jednom
took zauzeli
best najljepše
connected povezani
cancer karcinom
kingdoms carevine
temporarily privremeno
valleys dolini
following narednih
america amerike
army vojske
were bili
first prvih
additional dodatne
strong jaka
same istog
inscriptions natpisi
that koјi
serbian srpskim
legislative zakonodavna
scalars skalari
prayer namaza
water vodenom
listing zapis
includes obuhvata
decade decenija
subject subjekt
additional dodatni
zagreb zagrebu
note napomenuti
fell pali
housewives kućanice
etc sl
faculty fakultetu
drina drine
quick brzi
wars ratovima
algebra sabiranje
lungs pluća
wi-fi wifi
frequent čest
natural prirodnu
mediterranean mediteranu
antigone antigona
based osnovali
incurred nastali
hierarchy hijerarhija
important važnije
beginning počevši
existed postojali
hope nade
hard teško
significance značaju
determines utvrđuje
adriatic jadransko
simultaneous istovremeno
balls kugle
supposed trebao
old starije
links spaja
soft meki
next sljedeće
consideration obzirom
cause uzrokuju
heavy teškom
fir jela
illyrians ilira
global svjetskog
medium medij
falcon soko
bills novčanice
same istom
core moždine
suffering muke
decade desetljeća
full potpunu
serbian srpsko
hoop obruč
city gradske
aggressor okupatora
devices uređaji
hole rupa
department zavod
course smijer
oxygen kiseonik
economical privredni
principle načela
strong čvrste
monuments spomenici
henrik henrika
quotes navodi
line liniju
bar poluga
administrative administrativna
mirror ogledala
memorial zadužbina
acknowledgment priznanje
occur javiti
kind vrsta
tourist turističke
arabic arapskom
knowledge znanje
thread nit
roots korijene
bark kora
programs programe
production proizvodnju
style stil
before pre
hot topla
contract ugovora
truly zaista
even jos
published izlaze
slopes obroncima
result rezultiralo
town višegrad
municipality općini
fully cjelini
buddhism budizam
contributions doprinosi
accepted prihvaćen
computers računarima
mentioned navedenim
special posebnosti
connected povezano
king carem
inner unutrašnji
same istoj
environment okoliša
mine rudnika
master gospodara
hers njenu
formally formalno
circulation tiražu
move pokret
museums muzejima
carriers nosioci
guides vodi
map kartu
pause pauza
sings znakova
sex spolni
global svjetsku
geologic geološki
pages stranicama
questions pitanjima
chosen izabrana
kupa kupe
sing pjevaju
women ženom
gymnasium gimnazija
ranks činova
serbian srpskih
appeared pojavljuju
era ere
wood drveta
frontier krajina
theorist teoretičar
characters likova
turkey tursku
high visokom
died poginulo
direction pravac
selected izabrane
patient pacijenta
big velika
muslim muslimanska
moscow moskvu
northern sjevernom
source vrelo
graphical grafičke
tube cijev
manage uspijeva
withdrawal povlačenja
members članovima
general generalno
live uživo
longer duže
their svog
common zajedničkog
names nazive
popular popularnoj
foundations temelju
call nazvao
male mužjaka
decision odluku
considering vidu
programing programiranja
season sezone
depends zavisi
carlo karlo
national narodne
historic historijske
global svjetskoj
sun sunčevom
populated naseljen
socialistic socijalističkog
rare rijetkih
finland finskoj
today danas
laws zakonima
realizations ostvarenja
equally jednako
legion legije
proved pokazale
comes potiče
insufficiently nedovoljno
papers novina
problem problema
residence stanovništvom
power snagom
conditions uslovi
writer književnik
principle načelo
wisdom razuma
gang klapa
tradespeople zanatlije
december decembra
hope nada
founds osniva
other drugi
antique antičkog
have imati
decorations odlikovanja
hole rupe
community zajednicu
admittance priznavanje
settled naseljavali
set postavljena
suggestion prijedlog
relations odnosa
their svoja
christian kršćanski
salah namaza
christians kršćani
ammonium amonijum
arabs arapi
decade decenije
museum muzeju
input unijeti
war vojna
poland poljskom
land kopnene
project projekta
partitioned dijeli
faroe farska
luxembourg luksemburga
how kako
next sljedeća
cyprus kipra
arms naoružanje
cars automobila
industry industrijom
memory memoriju
show pokazuju
motives motivi
gypsies romi
natural prirodni
perceive spoznaje
silent tihi
beginning početkom
balls lopte
west zapad
outer vanjski
business privređivanja
sugar šećerna
others ostalim
written piše
custos kustos
starting početnim
bulgarians bugari
lika like
help pomoć
cemetery groblje
croatian hrvatski
calculation računanje
strong jak
king kralja
creek potok
them ih
frequency frekvencija
class klasa
exhibition izložbe
woods šume
immigrants doseljenika
excretion izlučivanje
tourist turistička
sense razuma
mild blago
belongs pripaja
built sagrađen
mekka meki
smallest najmanje
enable omogućiti
energy energetski
ethnic etnička
poland poljskoj
additional dodatno
life životni
ends krajevi
it ga
foundations temelji
former bivšeg
stone kameni
prison zatvoru
municipality općina
class klase
local lokalnom
recording snimanju
clouds oblaka
who koja
nobility plemstva
roads putevi
relation odnosi
seeking tražeći
legislature zakonodavna
confirm potvrđuju
sheets listovi
ball kugle
relevant relevantni
croatians hrvati
pause pauze
latter kasniji
corridor koridora
bridges mostova
making izradu
appearance pojavom
form formu
physician ljekar
increases pojačava
street čaršija
chosen izabrane
proofs dokaze
observer posmatrača
approaches približava
inscription natpis
take zauzme
gas gasoviti
moves kreću
further daljem
created osnovane
connected povezana
material materijalnu
notion pojam
league ligu
launch pokretanje
organized organizuje
names nazivi
last proteklih
commander komandanta
guatemala gvatemale
phosphorus fosfat
