roamed ફર્યો
from આમાંથી
brahmin બ્રાહ્મણ
superior સર્વોચ્ચ
militants આતંકવાદીઓ
mecca મક્કા
though છતાં
pause વિરામ
dispose નિકાલ
auxiliary ગૌણ
power તાકાત
etcetera ઇત્યાદિ
auspicious પાવન
if જો
intention હેતુ
animals પ્રાણીઓનો
shore કિનારો
prize પુરસ્કાર
last છેલ્લા
award પુરસ્કાર
fall લાગેલા
trend વલણ
achieved મેળવેલી
between વચ્ચેના
it આમાંથી
bangladesh બાંગ્લાદેશ
1904 ૧૯૦૪
lower નીચલા
studies સ્ટડીઝ
error દોષ
suspicious શંકાસ્પદ
years વર્ષનાં
method પધ્ધતિ
living રહેતો
throughout સર્વત્ર
report રિપોર્ટ
sight નજર
building બાંધવામાં
institutions સંસ્થાઓએ
kingdoms રજવાડા
shahjahan શાહજહાં
bases પાયા
offsprings સંતાનો
improvement સુધારી
named નામથી
made બનાવેલા
monetary નાણાકીય
agree માની
letter પત્ર
showing દર્શાવતો
beginning શરૂઆત
james જેમ્સ
base મૂળ
storey માળ
minimal થોડા
party પક્ષ
asian એશિયન
marble આરસ
competitive સ્પર્ધાત્મક
fame પ્રસિદ્ધિ
session બેઠકોની
happened બનેલ
ran ચલાવ્યું
important મહત્વ
given આપવામાં
here અંહી
prosperity સમૃદ્ધિ
that તેવું
common સામાન્ય
man મનુષ્ય
writer પત્રકાર
nursing સારવાર
haart એચએએઆરટી
indirectly પરોક્ષ
unique સ્ટાન્ડર્ડ
bhairava ભૈરવ
om ઓમ
treatment ચિકિત્‍સા
third ત્રીજા
starting શરુઆત
without અભાવે
record રેકોર્ડ
barter આદાનપ્રદાન
dissolution વિસર્જન
gandhian ગાંધીવાદી
seed બીજ
stopped રોકવામાં
constructed બંધાવ્યા
stop સ્થગિત
manu મનુ
outside બહાર
said બોલ્યા
penalty દંડ
users વપરાશકારો
school શાળાના
akhil અખિલ
tv ટીવી
residence વાસ
shows શો
einstein આઇન્સ્ટાઇન
switching સ્વિચિંગ
3 ૩
counts ગણે
75 ૭૫
described વર્ણવી
his તેનુ
trained કેળવી
fame નામના
new નવા
television દૂરદર્શન
landside ભૂભાગ
flood પુર
gravitation ગુરૂત્વાકર્ષણ
clear સ્પષ્ટતા
air હવાનું
group દળોને
racial વંશીય
tulsidas તુલસીદાસ
airport એરપોર્ટ
from જયાંથી
voldemort વોલ્ડેમોર્ટના
eiffel ઍફીલ
holi હોળી
island ટાપુ
video વિડીઓ
dang ડાંગ
forged બનાવટી
doing કરતી
13 ૧૩
genius પ્રતિભાશાળી
trade વાણિજ્ય
phase તબક્કો
merit ગુણો
receiving મેળવતા
settled વ્યવસ્થિત
falls પડે
decisions વ્રત
reasons કારણો
made બનાવેલી
but લેકિન
space તારાવિશ્વો
prophet પયગંબર
example દાખલા
short શોર્ટ
explained સમજાવ્યું
changed બદલાઇ
claim દાવા
warriors યોદ્ધાઓ
distance અંતરે
done જાતા
last છેલ્લુ
express અભિવ્યક્ત
poem કવિતાને
violence હિંસાને
khambhat ખંભાતના
moscow મોસ્કો
food ખાણીપીણી
prejudice ભેદભાવ
associate સહયોગી
noticed નોંધાયેલ
speedy ઝડપી
navy નૌકા
or યા
festoon તોરણ
actual વાસ્તવિક
concerns કારોબાર
anglo એન્ગ્લો
worry ચિંતા
mutual પરસ્પર
noun ડોમ
style અદા
hero હીરો
are હોઈ
connected જોડાયેલા
150 ૧૫૦
map માનચિત્ર
movie ચિત્રપટ
interrupted અટકી
area ક્ષેત્રોં
prove સાબિત
behind પાછળની
starts પ્રારંભ
solution ઉકેલ
diversity વિવિધતા
connected જોડાયેલ
created રચાયા
maths ગણતા
doing કરીએ
telecast પ્રસારણ
attire રૂપ
now હમણાં
zee ઝી
possession કબ્જો
third ત્રીજી
which ક્યાં
mostly મોટેભાગે
photo છબી
vendors વેપારીઓ
business વ્યવસાય
within એમાં
grade ક્રમની
mena મેના
mid મધ્યયુગ
creating સર્જાતી
dominance પ્રભુત્વ
business કારોબાર
patel પટેલે
confidence શ્રદ્ધા
strong આકરી
of પ્રાણીઓના
similar સમકક્ષ
salvation નિર્વાણ
reaction પ્રતિભાવ
1982 ૧૯૮૨
patan પાટણના
strong દ્રઢ
region ક્ષેત્ર
other આડે
criticism નિંદા
running ચાલતું
volcano જ્વાળામુખીને
slowly ધીરેધીરે
reputation મોભો
known ઓળખાતો
patients દર્દીઓ
hey હે
around ચારે
novelist નવલકથાકાર
name રવિશંકર
haryana હરિયાણા
explained સમજાયું
drink પી
wicket વિકેટ
source સોર્સ
material સામગ્રી
travelling મુસાફરી
rapidly ઝડપથી
walk ચાલ્યો
anniversary જયંતિ
powerful બળવાન
truth સાચુ
counting ગણતરી
bank બેન્ક
arises ઉભી
seven સાત
assembly સંસદીય
liberalisation મુક્તિ
david ડેવિડ
got પામ્યા
explained સમજાવ્યા
american અમેરિકન
tangible સાકાર
assurance ખાતરી
open ખુલ્લી
latest અદ્યતન
regions ભાગોનો
precise નિયત
his તેના
kept મુકવામાં
sea સમુદ્રથી
mighty બળવાન
signature હસ્તાક્ષર
parts અંગો
violence હિંસા
that તે
sister ભગીની
pandit પંડિત
proper ઠીક
beginning આરંભ
english અંગ્રેજ઼ી
headquarter મથક
king મહારાજા
openness નિખાલસતાથી
defeated હરાવ્યા
navy નેવી
below નીચે
plan યોજના
hearing સાંભળતા
sufficient પૂરતો
improve સુધારવા
eradication નાશ
take ધારણ
various ભિન્ન
backup બેકઅપ
started થયેલાં
economy અર્થતંત્રને
reward વળતર
interface ઇન્ટરફેસ
observations નિરીક્ષણો
eclipse ગ્રહણ
tilak તિલક
standard સ્ટાન્ડર્ડ
city નગરી
patil પાટિલ
behaviour વર્તન
organization સંગઠન
animals પ્રાણીઓની
evening સાંજના
journey યાત્રા
with જોડે
combined અભિન્ન
thankful આભારી
new નવાં
long દીર્ઘ
population વસતી
screen સ્ક્રિન
climate આબોહવા
claim દાવો
playback પાર્શ્વ
lesson બોધ
receiver લેનાર
whether ચાહે
to પરત્વે
blades દળો
search ખોજ
process કાર્યવાહી
arrangement પ્રબંધ
it ઇસે
