take nemen
honesty trouw
professions beroepen
emperor keizer
fought gestreden
veterans veteranen
knocks klopt
returned keerden
sea zeegebied
remit stortte
liturgy liturgie
swimming zwemmen
republic republiek
smaller kleinere
municipality gemeente
cyclist wielrenner
would lopen
ascend opstijgen
copper koper
poured geschonken
kingdom rijk
home thuisbasis
amphibian amfibieën
dry droge
council raad
sound klank
print gedrukt
malaysia maleisië
drivers coureurs
a à
ball bol
maxim maxime
processing verwerking
quality eigenschap
points punten
quite tamelijk
other ander
merger fusie
chest borst
legal legaal
sailed voer
measure meten
liquid vloeistof
under onder
dropped neergezet
content gehalte
actions handelingen
climaxes hoogtepunten
towards naar
wealth rijkdom
established stichtten
calender kalender
mixture mengeling
ride rit
insecure onzeker
luxurious luxe
support steun
discussions besprekingen
gnat muggen
luxembourg luxemburgse
sum som
wrote schreven
solve lossen
held hield
more meer
carefully zorgvuldig
luna loena
passengers inzittenden
attraction aantrekkingskracht
defend verdedigen
potential eventuele
purchase afgenomen
help ertoe
muscles spieren
resistance weerstand
any eventuele
aware bewust
local plaatselijke
patron patroon
stitch steek
loss verlies
consultation overleg
culture kweek
sides zijden
honour ere
formerly vroeger
scent geur
renewal vernieuwing
grass gras
well nou
operation bewerking
enemies vijanden
placed gezet
an aangezien
agreed overeengekomen
evening avond
erotic erotiek
staying blijvende
abdomen achterlijf
proclaimed uitgeroepen
navy marine
name boris
related verwante
popes pausen
rise opkomst
alexandria alexandrië
declared uitgeroepen
specialized gespecialiseerde
fertilization bevruchting
rebuilt verbouwd
include omvat
buildings bebouwing
magic magisch
occupations beroepen
from vandaan
celtic keltische
free vrij
couple paren
imprisonment gevangenschap
flied vloog
epilepsy epilepsie
conjunction verenigingen
dispensed afgeschaft
apprehend vreesde
course koers
done verricht
heat hitte
realistic realistisch
discography discografie
british britse
road weg
owes dankt
already reeds
risen gestegen
screen doek
publicity publiciteit
roughly grofweg
regret spijt
provides levert
swelling ontsteking
tortoise schildpad
africa afrika
panic paniek
accompaniment begeleiding
view zie
sustains ondervindt
pleats haakjes
sisters zusters
grane graan
verse vers
cinemas bioscopen
will wil
government overheid
tours tournees
voltage spanning
statistic statistiek
concepts begrippen
propagate voortplanten
torso romp
often vaker
literary literaire
divided onderverdeeld
practical praktische
there aldaar
india indië
istanbul istanboel
dust stoffen
ideal ideaal
prince prins
office bureau
varying wisselend
day hari
years jarenlang
suit pak
woodland bos
attacks aanvallen
concerning inzake
monuments monumenten
target doeleinden
regime stelsel
total totaal
reasonably redelijk
act treden
turnover omzet
pressure druk
efficiency efficiëntie
resurrection opstanding
bear beer
companies bedrijven
syphilis syfilis
countries landen
end ende
build opgebouwd
room zaal
january januari
ranging gaande
interaction interactie
internal binnenlandse
internship stage
muslims moslims
dancing dansen
agreement overeenkomst
year jaartal
encounter ondervinden
people mensen
staff steun
crawls kruipt
attract trok
things dingen
hungary hongarije
divided opgesplitst
raid inval
interesting interessant
sift onderzoekt
logic logisch
pity medelijden
cried riep
law wet
fierce fel
being uitmaakt
youngest jongste
hospitals ziekenhuizen
premise pand
required vereiste
organise organiseert
act handeling
israel israël
empty lege
channels kanalen
play toneelstuk
dog hond
resemblance overeenkomst
occupants inzittenden
advantage overwicht
set gestoken
carbon koolstof
similar gelijk
geological geologisch
prisoner gevangene
disuse onbruik
excessive overdreven
subordinate ondergeschikt
remaining resterende
weariness vermoeidheid
locked afgesloten
degree graad
put legde
building bouwwerk
sciences wetenschappen
std soa
march mars
barley gerst
recommended aangeraden
proposed voorgesteld
pituitary hypofyse
acknowledges erkent
leakage lek
system stelsel
clear duidelijk
majority meerderheid
deep diepe
career loopbaan
subterranean ondergrondse
escapades avonturen
level gehalte
continent matig
muscle spier
mucus slijm
blow klap
amsterdam amsterdamse
dramatic dramatische
utilize hanteert
to naar
near neer
finally slot
minute minuut
translated vertaalde
organizes organiseert
emerged voortgekomen
affect raakt
started begonnen
beauty schoonheid
spices specerijen
fatter dikker
drink drank
declared verklaarde
so zodoende
belgium belgisch
corps korps
gdp bnp
issues kwesties
talents talenten
occupy bezighoudt
parties partijen
mafia maffia
deeper dieper
experience ervaring
sit zitten
mix mengen
jump springen
frame vormde
angry boos
therein daarin
encounter ontmoeting
lessened verminderde
austrians oostenrijkers
appointed benoemde
join aansluiten
preceded eraan
calendar kalender
carrots wortels
